,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
3440,D0 C32 C29 C26 D0 D0 C69 C65 D0 D0 C2 C30 D0 D0 C66 C49 C52 D0 D0 C4 C3 D0 D0 C99 C98 D0 D0 C25 C10 D0 D0 C34 C36 S10 C27 D0 D0 C28 C11 D0 D0 C50 C47 D0 D0 C62 C72 D0 D0 C46 C48 C44 C42 C41 D0 D0 C6 C91 D0 D0 C74 C61 C64 C55 S16 D0 D0 C8 D0 D0 C21 C31 S11 C67 D0 D0 C68 C57 D0 D0 C90 C89 D0 D0 C5 C20 D0 D0 C87 C88 D0 D0 C86 S3 C75 D0 D0 C85 D0 D0 C94 S4 C84 D0 D0 C83 C78 S20 D0 D0 C13 C15 S0 C63 D0 D0 C35 S11 D0 D0 C1 C7 D0 D0 C59 C54 S16 D0 D0 C82 C79 S19 D0 D0 C96 C100 S3 D0 D0 C43 C24 C18 C19 S7 D0 D0 C37 S12 C33 D0 D0 C17 C12 C14 C16 S7 D0 D0 C39 S12 D0 D0 C97 S3 C9 C23 D0 D0 C38 S12 D0 D0 C22 C93 S4 C95 D0 D0 C92 S4 D0 D0 C56 S16 C40 D0 D0 C51 C58 S16 D0 D0 C53 S16 D0 D0 C60 S14 C45 D0 D0 C81 S20 D0 D0 C80 S18 D0 D0 C77 S19 D0 D0 C76 S20 D0 D0 C73 C71 S20 D0 D0 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",60740.03479,59483.38877,1256.646021,Lot,4
3550,D0 C22 C24 C20 D0 D0 C4 C21 D0 D0 C67 C66 D0 D0 C26 C65 D0 D0 C23 C30 C29 D0 D0 C25 C52 D0 D0 C8 C7 D0 D0 C62 C3 D0 D0 C43 C49 D0 D0 C10 C13 D0 D0 C27 C34 C36 S10 D0 D0 C28 C11 D0 D0 C47 C50 D0 D0 C41 C46 D0 D0 C6 C91 D0 D0 C42 C44 C48 D0 D0 C55 D0 D0 C9 D0 D0 C40 C51 C31 C32 S11 D0 D0 C68 C57 D0 D0 C5 C90 D0 D0 C87 C88 D0 D0 C95 S3 C2 C1 C75 D0 D0 C85 C84 C86 D0 D0 C83 C78 S20 D0 D0 C17 C18 C15 S7 D0 D0 C35 S11 D0 D0 C98 C99 D0 D0 C59 C54 S16 D0 D0 C82 S19 D0 D0 C96 C100 S3 D0 D0 C94 S3 C12 S7 D0 D0 C45 S13 C19 S7 D0 D0 C14 C16 S7 D0 D0 C39 S12 C37 D0 D0 C69 C97 S3 D0 D0 C38 S12 C33 D0 D0 C92 S4 D0 D0 C56 S16 C63 D0 D0 C58 S16 C72 D0 D0 C53 S16 C64 D0 D0 C93 C60 S14 D0 D0 C81 S20 D0 D0 C80 S18 C74 D0 D0 C77 C79 S19 D0 D0 C76 S20 D0 D0 C73 S20 C89 D0 D0 C61 C71 S20 D0 D0 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",60637.16471,60624.86728,12.29743101,Medium,3
3860,D0 C66 C65 D0 D0 C23 C28 C30 C29 D0 D0 C25 C52 D0 D0 C61 C69 D0 D0 C75 C4 C3 D0 D0 C8 D0 D0 C6 C98 D0 D0 C49 D0 D0 C13 D0 D0 C34 C36 S10 C27 D0 D0 C11 C10 D0 D0 C47 C50 D0 D0 C67 C62 C72 D0 D0 C41 C46 D0 D0 C91 D0 D0 C42 C48 D0 D0 C74 C64 C55 S16 C68 D0 D0 C40 C44 C51 C32 C31 S11 D0 D0 C43 C45 D0 D0 C90 C89 D0 D0 C2 C24 D0 D0 C87 C88 D0 D0 C86 S3 C5 D0 D0 C85 D0 D0 C94 S4 C95 D0 D0 C84 C82 S20 D0 D0 C18 C15 S7 C9 D0 D0 C35 S11 D0 D0 C1 C99 D0 D0 C59 C54 S16 D0 D0 C83 C79 S19 D0 D0 C96 C100 S3 D0 D0 C17 C12 S7 D0 D0 C19 S7 C7 D0 D0 C37 S12 C21 D0 D0 C14 C16 S7 D0 D0 C39 S12 C33 D0 D0 C97 S3 C26 D0 D0 C38 S12 D0 D0 C22 C93 S4 D0 D0 C92 S4 D0 D0 C57 S16 D0 D0 C58 C56 S16 D0 D0 C53 S16 D0 D0 C60 S14 C20 D0 D0 C81 S20 D0 D0 C80 S19 C63 D0 D0 C77 S19 D0 D0 C78 C76 S20 D0 D0 C73 C71 S20 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",62934.57963,62928.32139,6.25823716,Little,2
3960,D0 C20 C19 C18 C39 C35 S11 C52 S13 D0 D0 C66 C64 S1 C84 D0 D0 C21 C22 C26 C28 C30 S9 C32 S11 C40 D0 D0 C96 C97 S3 D0 D0 C92 S4 C93 D0 D0 C65 C63 D0 D0 C81 C77 S19 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",10217.45955,10186.12487,31.33467222,Medium,3
3980,D0 C19 C18 S10 C39 C35 C52 S13 D0 D0 C66 C64 S1 C84 D0 D0 C20 C21 C22 C26 C28 C30 S9 C32 S11 C40 D0 D0 C96 C97 S3 D0 D0 C92 S4 C93 D0 D0 C81 C77 S19 C63 C65 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",8974.123876,8973.928599,0.195277501,Zero,1
4148,D0 C21 C28 C26 D0 D0 C65 C63 D0 D0 C66 D0 D0 C30 C32 C52 S13 D0 D0 C40 C64 D0 D0 C18 C19 S7 D0 D0 C96 S3 C22 D0 D0 C35 S11 D0 D0 C97 S3 C20 D0 D0 C39 S12 D0 D0 C92 S4 C93 D0 D0 C81 S20 C84 D0 D0 C77 S19 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",18754.48073,17528.19499,1226.285743,Lot,4
4227,D0 C20 C22 C26 D0 D0 C63 C28 D0 D0 C66 C65 D0 D0 C30 C52 S13 D0 D0 C21 C84 S1 D0 D0 C18 C19 S7 D0 D0 C64 S3 C96 D0 D0 C35 S11 C40 D0 D0 C39 S12 C32 D0 D0 C97 C93 S4 C92 D0 D0 C81 C71 S20 D0 D0 C77 S19 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",16208.11064,15000.18791,1207.92273,Lot,4
4242,D0 C20 C22 C26 D0 D0 C28 C65 D0 D0 C21 C30 C52 S13 D0 D0 C18 C19 S7 D0 D0 C66 C64 C63 S3 D0 D0 C35 S11 C40 D0 D0 C39 S12 C32 D0 D0 C97 S4 C92 C93 C96 D0 D0 C81 C71 S1 C84 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",12547.75821,12547.67915,0.079063956,Zero,1
4267,D0 C21 C22 C26 D0 D0 C28 C52 D0 D0 C18 C19 S7 D0 D0 C65 C66 C64 C63 S3 D0 D0 C35 S11 C40 D0 D0 C20 C30 C39 S12 C32 D0 D0 C97 S4 C92 C93 C96 D0 D0 C81 C71 S1 C84 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",11324.01376,11323.96263,0.051135087,Zero,1
4292,D0 C21 C22 C26 D0 D0 C28 C52 D0 D0 C18 C19 S7 D0 D0 C65 C63 D0 D0 C35 S11 C40 D0 D0 C20 C30 C39 S12 C32 D0 D0 C93 C92 S4 C97 C96 D0 D0 C66 C64 C81 C71 S1 C84 D0 D0 C77 S19 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",11321.47755,11298.34686,23.13069053,Medium,3
4361,D0 C28 C30 C32 D0 D0 C21 C22 C26 D0 D0 C66 C64 D0 D0 C63 C65 D0 D0 C18 C19 S7 D0 D0 C96 C97 S3 D0 D0 S11 C52 C40 D0 D0 C77 C71 C81 S3 D0 D0 C20 C39 S12 C35 D0 D0 C93 S4 C92 D0 D0 C84 S4 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",13805.53575,13797.06131,8.474433707,Little,2
4465,D0 C66 C64 D0 D0 C65 C63 S1 C84 D0 D0 C40 C52 D0 D0 C21 C22 C26 C28 C30 C18 C19 S10 C39 C35 C32 C20 D0 D0 C96 C93 S4 C92 D0 D0 C97 S4 D0 D0 C81 C71 S20 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",10106.31081,10096.91422,9.396594519,Little,2
4495,D0 C28 C22 C21 D0 D0 C65 C63 D0 D0 C30 C52 S13 D0 D0 C40 C64 C66 D0 D0 C20 C84 S1 D0 D0 C26 C18 C19 S7 D0 D0 C39 S11 D0 D0 C97 S3 D0 D0 C35 S12 C32 D0 D0 C92 S4 C93 C96 D0 D0 C81 C71 S20 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",16275.25923,15036.35168,1238.907557,Lot,4
4659,D0 C20 C22 C30 C28 C21 D0 D0 C66 D0 D0 C26 C32 S13 D0 D0 C64 C40 D0 D0 C96 C84 S1 D0 D0 C35 S11 C52 D0 D0 C19 C18 S10 C39 D0 D0 C93 S4 D0 D0 C92 S4 C97 D0 D0 C65 C63 D0 D0 C81 C77 S19 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",15671.55496,15657.05521,14.499746,Medium,3
4764,D0 C5 D0 D0 C75 C3 D0 D0 C7 C4 D0 D0 C66 C24 C27 D0 D0 C21 C28 C32 D0 D0 C8 D0 D0 C63 C42 D0 D0 C91 D0 D0 C2 C98 C13 S7 D0 D0 C55 D0 D0 C45 C50 C51 D0 D0 C86 C83 C90 D0 D0 C33 C36 S10 C30 D0 D0 C6 C99 D0 D0 C52 C59 C56 S16 C64 D0 D0 C81 S20 D0 D0 C100 S3 D0 D0 C35 S11 D0 D0 C14 S9 C31 S7 D0 D0 C16 C39 S12 D0 D0 C46 C38 S12 D0 D0 C92 S4 D0 D0 C43 C53 S16 D0 D0 C60 S14 C80 S18 D0 D0 C70 S20 C82 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",31145.33609,31138.66502,6.671068853,Little,2
4814,D0 C5 D0 D0 C3 C4 C7 D0 D0 C27 C8 D0 D0 C21 C28 C32 D0 D0 C13 S7 D0 D0 C52 C50 D0 D0 C91 C90 D0 D0 C33 C36 S10 C30 D0 D0 C99 C6 D0 D0 C60 C56 C53 S16 C64 D0 D0 C63 C80 C81 S20 C83 C86 D0 D0 C2 C75 D0 D0 C35 S11 D0 D0 C14 C16 S7 D0 D0 C24 S10 C39 S12 C38 D0 D0 C46 C51 C31 S12 D0 D0 C100 C92 S4 C98 D0 D0 C43 C42 S16 D0 D0 C45 S14 C59 C55 S18 C66 D0 D0 C70 S20 C82 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",24944.21205,24940.05441,4.157641149,Little,2
4819,D0 C5 D0 D0 C3 C4 C7 D0 D0 C27 C8 D0 D0 C63 C21 C28 D0 D0 C13 S7 D0 D0 C52 C50 D0 D0 C91 C90 D0 D0 C36 S10 C30 D0 D0 C99 C6 D0 D0 C60 C56 C53 S16 C64 D0 D0 C80 C81 S1 C83 C86 D0 D0 C2 C75 D0 D0 C35 S11 D0 D0 C14 C16 S7 D0 D0 C24 S10 C39 S12 C38 D0 D0 C46 C51 C31 S12 C33 C32 D0 D0 C100 C92 S4 C98 D0 D0 C43 C42 S16 D0 D0 C45 S14 C59 C55 S18 C66 D0 D0 C70 S20 C82 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",24935.64416,24932.67627,2.967889418,Little,2
4994,D0 C21 C30 C4 C3 C5 D0 D0 C52 C27 D0 D0 C28 C32 C24 D0 D0 C91 D0 D0 C98 C2 S7 D0 D0 C66 C64 D0 D0 C43 C45 C50 C51 D0 D0 C83 C86 D0 D0 C7 C6 C99 D0 D0 C42 C59 S16 D0 D0 C82 S20 C81 D0 D0 C75 C100 S3 D0 D0 C35 S11 D0 D0 C80 C70 S1 C90 C8 S7 D0 D0 C13 C16 C14 S7 D0 D0 C36 C39 S12 C33 D0 D0 C38 S12 C31 C46 D0 D0 C92 S4 D0 D0 C55 C53 S16 C63 D0 D0 C60 S14 C56 S18 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",25011.12078,24996.78931,14.33146526,Medium,3
4999,D0 C3 C5 D0 D0 C52 C27 D0 D0 C28 C24 C21 D0 D0 C91 D0 D0 C7 C4 C2 D0 D0 C66 C64 D0 D0 C43 C45 C50 C51 D0 D0 C83 C86 D0 D0 C6 C99 D0 D0 C42 C59 S16 D0 D0 C90 C82 S20 D0 D0 C100 S3 D0 D0 C35 S11 D0 D0 C80 C70 S20 C81 S1 C75 C8 S7 D0 D0 C13 C16 C14 S7 D0 D0 C30 C36 C39 S12 C33 C32 D0 D0 C38 S12 C31 C46 D0 D0 C92 S4 C98 D0 D0 C55 C53 S16 C63 D0 D0 C60 S14 C56 S18 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",24960.94167,24951.32124,9.620433647,Little,2
5024,D0 C2 C4 C3 C5 D0 D0 C43 C50 D0 D0 C86 C83 D0 D0 C7 C6 C99 D0 D0 C42 C59 S16 D0 D0 C90 C82 S20 D0 D0 C100 S3 D0 D0 C35 S11 C51 D0 D0 C81 C80 C70 S20 C91 C75 C8 S7 D0 D0 C13 C16 C14 S7 D0 D0 C21 C28 C30 C36 C39 S12 C33 C32 D0 D0 C24 C27 C38 S12 C31 C52 C46 D0 D0 C92 S4 C98 D0 D0 C55 C56 C53 S16 C64 C66 C63 D0 D0 C60 S14 C45 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",18507.87511,18507.84293,0.032184486,Zero,1
5169,D0 C24 C36 D0 D0 C66 C63 D0 D0 C5 D0 D0 C3 C98 D0 D0 C28 C30 C32 D0 D0 C7 C6 C8 D0 D0 C42 C46 D0 D0 C91 D0 D0 C2 S7 C13 D0 D0 C64 S16 C55 D0 D0 C50 C51 C52 D0 D0 C86 C83 C90 D0 D0 C33 C38 C39 S10 C27 C21 D0 D0 C75 C99 D0 D0 C59 C60 C56 C53 S16 D0 D0 C81 S20 C82 D0 D0 C100 S3 D0 D0 C31 C35 S11 D0 D0 S7 C43 D0 D0 C14 C16 S7 D0 D0 C92 S3 C4 D0 D0 C70 S14 C45 D0 D0 C80 S18 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",29471.64387,29468.35123,3.292641791,Little,2
5199,D0 C36 C24 D0 D0 C66 C63 D0 D0 C5 C3 D0 D0 C21 C28 C32 D0 D0 C7 C6 D0 D0 C42 C46 D0 D0 C2 S7 C13 D0 D0 C64 S16 C55 D0 D0 C52 C50 D0 D0 C83 C86 C90 D0 D0 C33 C38 C39 C30 S9 C27 D0 D0 C99 C75 D0 D0 C59 C60 C56 C53 S16 D0 D0 C80 C70 C81 S20 C82 D0 D0 C100 S3 D0 D0 C31 C35 S11 D0 D0 C91 C4 C8 S7 D0 D0 C14 C16 S7 D0 D0 C98 C92 S3 D0 D0 C51 S14 C45 C43 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",25721.93529,25721.72016,0.215127427,Zero,1
5394,D0 C66 C63 D0 D0 C5 D0 D0 C30 C3 D0 D0 C7 C4 D0 D0 C43 D0 D0 C21 C28 C13 D0 D0 C8 D0 D0 C42 C46 D0 D0 C90 C91 D0 D0 C2 C6 S7 D0 D0 C64 C55 S16 D0 D0 C45 C50 C51 D0 D0 C86 C83 D0 D0 C33 C31 C36 S10 D0 D0 C98 D0 D0 C24 C59 C56 S16 D0 D0 C82 S20 C81 D0 D0 C100 S3 D0 D0 C35 S11 D0 D0 C99 C14 S7 D0 D0 C16 S7 D0 D0 C27 C39 S12 D0 D0 C38 S12 C32 D0 D0 C92 S4 C75 D0 D0 C52 C53 S16 D0 D0 C60 S16 C80 S18 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",36948.28832,34224.80816,2723.480161,Lot,4
5424,D0 C63 C30 D0 D0 C24 C52 D0 D0 C4 C7 D0 D0 C43 D0 D0 C13 D0 D0 C42 C46 D0 D0 C90 C91 D0 D0 C2 C6 D0 D0 C55 S16 D0 D0 C45 C50 C51 D0 D0 C83 C86 D0 D0 C28 C36 S10 D0 D0 C98 C3 C5 D0 D0 S16 C64 C66 D0 D0 C82 S20 C81 D0 D0 C8 S3 D0 D0 C31 C35 S11 D0 D0 C99 C14 S7 D0 D0 C16 S7 D0 D0 C27 C39 S12 D0 D0 C38 S12 C33 C32 D0 D0 C92 S4 C100 C75 D0 D0 C59 C60 C56 C53 S16 D0 D0 S16 S18 C80 D0 D0 C21 S19 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",32436.29734,31249.14768,1187.14966,Lot,4
5439,D0 C63 C30 D0 D0 C24 C52 D0 D0 C5 D0 D0 C43 D0 D0 C42 C46 D0 D0 C90 C91 D0 D0 C2 C4 C6 C7 D0 D0 C55 D0 D0 C45 C50 C51 D0 D0 C83 C86 D0 D0 C28 S10 C36 D0 D0 C98 C3 D0 D0 C66 C64 S16 D0 D0 C82 S20 C81 D0 D0 C8 S3 D0 D0 C31 C35 S11 D0 D0 C99 C14 S7 D0 D0 C13 C16 S7 D0 D0 C27 C39 S12 C38 D0 D0 S12 C33 C32 D0 D0 C92 S4 C100 C75 D0 D0 C59 C60 C56 C53 S16 D0 D0 S16 S18 C80 D0 D0 C21 S19 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",30021.33549,30016.54907,4.786425896,Little,2
5564,D0 C21 C24 C64 D0 D0 C66 D0 D0 C5 D0 D0 C13 C3 D0 D0 C7 C4 D0 D0 C27 C52 D0 D0 C28 C30 C32 D0 D0 C99 C6 D0 D0 C42 C46 D0 D0 C90 C91 D0 D0 C2 C98 S7 D0 D0 C45 C50 C51 D0 D0 C86 C83 D0 D0 C33 C31 C36 S10 D0 D0 C59 C60 C56 S16 C55 D0 D0 C82 S20 C81 D0 D0 C100 S3 D0 D0 C35 S11 D0 D0 C8 S7 D0 D0 C14 C16 S7 D0 D0 C75 S19 C80 S12 D0 D0 C38 S12 C39 D0 D0 C92 S4 D0 D0 C43 C53 S16 D0 D0 C63 S18 D0 D0 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",34423.63835,32657.74979,1765.88856,Lot,4
5614,D0 C21 C64 C66 D0 D0 C5 D0 D0 C3 C4 C7 D0 D0 C27 C52 D0 D0 C28 C30 C75 D0 D0 C99 C6 D0 D0 C91 D0 D0 C2 S7 C24 D0 D0 C45 C50 C51 D0 D0 C86 C83 C90 D0 D0 C59 C60 C56 C53 S16 D0 D0 C80 C81 S20 D0 D0 C100 S3 D0 D0 C43 S11 D0 D0 C8 S7 D0 D0 C13 C16 C14 S7 D0 D0 S19 C46 S11 C31 C35 S12 C33 C32 D0 D0 C38 S12 C39 C36 D0 D0 C92 S4 C98 D0 D0 C55 S16 D0 D0 C42 C63 D0 D0 C70 S20 C82 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",27381.69895,27369.16632,12.53262816,Medium,3
5724,D0 C3 C21 D0 D0 C66 D0 D0 C27 C30 D0 D0 C33 C32 D0 D0 C42 C46 D0 D0 C13 S7 D0 D0 C5 C64 S16 D0 D0 C43 C45 D0 D0 C91 C86 D0 D0 C31 C36 S10 D0 D0 C99 C6 C7 D0 D0 C55 C59 C60 C56 C53 S16 D0 D0 C90 C83 C82 S20 D0 D0 C4 C2 C100 S3 D0 D0 C35 S11 D0 D0 C8 S7 D0 D0 C14 C16 S7 D0 D0 C28 C39 S12 D0 D0 C24 C38 S12 D0 D0 C92 S4 C98 D0 D0 S14 C51 C50 C52 D0 D0 C81 C80 S19 C63 D0 D0 C75 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",28523.35032,28522.37848,0.971839304,Zero,1
5824,D0 C21 C22 C20 D0 D0 C66 C67 D0 D0 C65 C62 D0 D0 C47 C24 D0 D0 C68 C64 C61 D0 D0 C75 C4 C3 D0 D0 C5 C7 D0 D0 C8 C10 D0 D0 C25 C27 S10 C30 C28 D0 D0 C11 C26 D0 D0 C49 D0 D0 C42 C43 D0 D0 C9 C6 D0 D0 C48 C46 D0 D0 C41 C40 C44 D0 D0 C89 C88 C85 D0 D0 C87 C86 C91 D0 D0 C98 C99 D0 D0 C90 C78 S20 C82 C83 C84 D0 D0 C31 C39 S12 C35 D0 D0 C17 C18 C19 C15 S7 D0 D0 C57 C69 D0 D0 C81 C79 S19 D0 D0 C12 C14 C16 S7 D0 D0 C95 C96 S3 D0 D0 S7 C13 C23 D0 D0 C29 S11 C52 D0 D0 C93 S4 C100 C2 C1 D0 D0 C37 S12 C33 C32 D0 D0 C97 S4 C94 D0 D0 C38 S12 C36 C34 D0 D0 C92 S4 D0 D0 C55 C54 C56 C53 S16 D0 D0 C50 C51 C60 C58 S16 D0 D0 C59 S14 C45 D0 D0 S18 C72 C74 C63 D0 D0 C76 S20 D0 D0 C80 C73 C70 C71 S20 D0 D0 C77 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",48829.61805,48814.30651,15.31154143,Medium,3
5839,D0 C21 C22 C20 D0 D0 C66 C67 D0 D0 C65 C62 D0 D0 C47 C24 D0 D0 C68 C64 C61 D0 D0 C75 C3 C26 D0 D0 C5 C7 D0 D0 C8 C10 D0 D0 C25 C27 C30 C28 D0 D0 C4 C11 D0 D0 C42 C43 D0 D0 C9 C6 D0 D0 C49 C46 D0 D0 C41 C40 C44 D0 D0 C88 C85 C89 D0 D0 C87 C86 C91 D0 D0 C98 C99 D0 D0 C90 S20 C82 C83 C84 D0 D0 C31 C39 S12 C35 D0 D0 C17 C18 C19 C15 S7 D0 D0 C57 D0 D0 C81 C79 S19 D0 D0 C12 C14 C16 S7 D0 D0 C95 C96 S3 D0 D0 S7 C13 C23 D0 D0 C29 S11 C52 D0 D0 C93 S4 C100 C2 C1 D0 D0 C97 S4 C94 D0 D0 C32 C33 C37 C38 S12 C36 C34 D0 D0 C92 S4 D0 D0 C55 C54 C56 C53 S16 C69 D0 D0 C50 C51 C48 C45 C59 C60 C58 S16 D0 D0 C72 S18 C74 C63 D0 D0 C78 C76 S20 D0 D0 C80 C73 C70 C71 S20 D0 D0 C77 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",45126.92621,45112.06848,14.85773467,Medium,3
6184,D0 C67 C62 C63 D0 D0 C1 C75 C65 D0 D0 C2 C23 D0 D0 C24 C29 C30 D0 D0 C5 D0 D0 C25 C52 D0 D0 C61 C69 D0 D0 C98 C4 D0 D0 C7 C22 D0 D0 C20 C43 C42 D0 D0 C10 C8 D0 D0 C27 C34 C36 S10 D0 D0 C11 C28 D0 D0 C47 C49 D0 D0 C41 C45 D0 D0 C6 C13 D0 D0 C74 C72 D0 D0 C9 D0 D0 C46 C48 D0 D0 C40 C44 C51 C50 D0 D0 C90 C89 C85 C88 D0 D0 C91 C87 C86 D0 D0 C3 C99 D0 D0 C84 C83 C81 C78 S20 D0 D0 C32 C33 C31 C39 S12 D0 D0 C17 C18 C19 S7 D0 D0 C57 D0 D0 C55 D0 D0 C66 C64 C68 D0 D0 C82 C79 S19 D0 D0 C15 C16 S7 D0 D0 C95 C96 S3 D0 D0 C12 C14 S7 C26 D0 D0 C100 S4 C93 D0 D0 C37 S12 C35 D0 D0 C97 C94 S4 D0 D0 C38 S12 D0 D0 C92 S4 D0 D0 C56 C53 S16 D0 D0 C21 C59 C60 C58 S16 D0 D0 C54 S14 D0 D0 C80 S18 D0 D0 C77 S19 D0 D0 C76 S20 D0 D0 C73 C70 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",57253.59253,57239.06838,14.52414817,Medium,3
6324,D0 C66 C67 D0 D0 C24 C29 C30 C28 C26 D0 D0 C22 C52 D0 D0 C69 C64 C61 D0 D0 C5 D0 D0 C23 C7 D0 D0 C20 C43 C42 D0 D0 C8 C10 D0 D0 C45 C44 C41 D0 D0 C9 C6 C4 C3 D0 D0 C65 C74 C72 C62 D0 D0 C46 C47 D0 D0 C48 C51 C50 C49 C21 D0 D0 C91 C88 C85 C89 D0 D0 C98 C99 D0 D0 C90 S20 C81 D0 D0 C32 C33 S12 C39 C36 C34 C27 C25 D0 D0 C17 C18 C19 C15 S7 D0 D0 C55 C68 D0 D0 C87 C86 C84 C83 C82 S19 D0 D0 C13 S7 D0 D0 C95 C96 S3 D0 D0 C11 C12 C14 C16 S7 D0 D0 C31 C35 S11 D0 D0 C75 C1 C2 C100 C97 S4 D0 D0 C37 S12 D0 D0 C94 C93 S4 D0 D0 C38 S12 D0 D0 C92 S4 D0 D0 C57 C54 C53 S16 D0 D0 C60 C58 C56 S16 D0 D0 C59 S14 C40 D0 D0 C80 S18 C63 D0 D0 C77 C79 S19 D0 D0 C78 C76 S20 D0 D0 C73 C71 S20 D0 D0 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",45868.61725,45861.87392,6.743330921,Little,2
6434,D0 C66 C65 D0 D0 C26 C23 D0 D0 C24 C27 C30 C25 C22 D0 D0 C5 D0 D0 C62 C69 C52 D0 D0 C61 C72 D0 D0 C3 C4 D0 D0 C7 C63 D0 D0 C20 C43 D0 D0 C28 C10 D0 D0 C49 C47 D0 D0 C41 C44 C45 D0 D0 C11 C6 D0 D0 C8 C9 D0 D0 C46 C48 D0 D0 C67 C40 C51 C50 D0 D0 C90 C85 C88 C91 D0 D0 C87 C86 C89 D0 D0 C98 C99 D0 D0 C81 S20 D0 D0 C32 C33 S12 C39 C36 C34 C29 D0 D0 C55 D0 D0 C54 S16 C68 D0 D0 C84 C83 C82 C79 S19 D0 D0 C13 C17 C18 C19 C15 C16 C14 S7 D0 D0 C96 C95 S3 D0 D0 C12 S7 C21 D0 D0 C31 C35 S11 D0 D0 C75 C1 C2 C100 S4 C93 D0 D0 C37 S12 D0 D0 C97 S4 D0 D0 C38 S12 D0 D0 C94 C92 S4 D0 D0 C57 C56 C53 S16 C64 D0 D0 C59 C60 C58 S16 D0 D0 C70 S14 C42 D0 D0 C80 S19 C74 D0 D0 C77 S19 D0 D0 C78 C76 S20 D0 D0 C73 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",49407.89283,49405.83803,2.054801398,Little,2
